Code,Quantity,option_id,warehouse_id,opening_stock,cost,expiry,serial
TB0031350,3,,1,1,4.05,,
TB0031351,3,,1,1,4.05,,
TB0031352,5,,1,1,4.05,,
TB0031353,2,,1,1,4.05,,
TB0031354,4,,1,1,4.05,,
DR0037570,1,,2,1,3.71,,
SB13565,1,,2,1,6.29,,
